Topic,Sentiment,TwitterText
"google","neutral","Anyone use #Google+?"
"google","neutral","#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/61bZRSWI via @engadget"
"google","neutral","#Android #Google Ice Cream Sandwich Feature Closer Look - Redesigned Lock Screen And Virtual Button Bar http://t.co/FqsPN4An #DhilipSiva"
"google","neutral","#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/VonJhtjE #android40 #androidbeam"
"google","neutral","RT @Androidheadline Three UK to carry the Samsung Galaxy Nexus http://t.co/bLtq3VrK #android #Samsung #UK #telecom #biznews #Google #news"
"google","neutral","Will the #Galaxy #Nexus be coming to #Sprint? No mention of price, carriers, or source release for ICS. Give us those info #Google!"
"google","neutral","Newest version of my (and @latc214's) phone (and a new version of Android) announced today. http://t.co/7acjrKIN #nexus #google #samsung"
"google","neutral","I just noticed that #google+ has introduced real time search."
"google","neutral","www.google.com/googlenexus #google #android #icecreamsandwich #googlenexus"
"google","neutral","#Google does away with #Buzz - http://t.co/uqMIQbBT #SearchEngine #Search #SocialNetworking #Social #Network"
"google","neutral","#SEO Tip:Meta nofollowed or robots.txt blocked pages DO receive pagerank juice when they get links. #google"
"google","neutral","The new Samsung Galaxy nexus..http://t.co/UtbpXrsj #Android#Samsung #Google #WoWCC @kha1989led @eisaahmad"
"google","neutral","@notch Minecraft Mobile was just mentioned by #Google while they were demoing ICS on the Nexus Prime!"
"google","neutral","#Google encrypts search data against hackers, marketers 'howl': http://t.co/nFwcQD9R | #divisions"
"google","neutral","Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin"
"google","neutral","Do the Creep #ahh @JokeAholic_P and @AmiraAldewick #google+dates"
"google","neutral","#Google search to have default encryption http://t.co/rwgKPbGu"
"google","neutral","#Android #Google Texas Instruments confirms Galaxy Nexus has newer OMAP4460 processor http://t.co/sh316tBN #DhilipSiva"
"google","neutral","#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/XPGHLC2o"
"google","neutral","#Android #Google Official Promo Video Reveals Verizon Wireless Destination http://t.co/xKH7UGY4 #DhilipSiva"
"google","neutral","Recap: Google will host G-South Africa in JHB on 3rd and 4th November. http://t.co/A88ZBr2O #google"
"google","neutral","#Samsung #google #nexus"
"google","neutral","#Android #Google Android Beam makes NFC for more than paying for things http://t.co/dxrbxjkB #DhilipSiva"
"google","neutral","Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/lfpPk5Yk"
"google","neutral","#SEO #backlinks #google #index Free Tool http://t.co/1tTp1axq"
"google","neutral","#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/rUkTyUJC"
"google","neutral","Installing the Ice Cream Sandwich SDK #android #google"
"google","neutral","@TreyRatcliff Congrats on making it to the #google #android 4.0 demo :) http://t.co/EPIv7ny5 #icecreamsandwich"
"google","neutral","Yeni Galaxy Nexus - http://t.co/QZcbA4Bx #google #galaxynexus"
"google","neutral","RT @Infograhpic: The Perks of Working at #Google, #Facebook, #Twitter and More [INFOGRAPHIC] http://t.c...  @MediaTip"
"google","negative","#ICS show-off froze my browser. Well, time for sleep I guess. #Android #Google #Samsung"
"google","neutral","#google must b having sum underlying reasoning 4 naming products after eatables #eclair #gingerbread #icecream #rawadosa #android"
"google","neutral","#Android #Google Android Beam finally makes NFC social http://t.co/P9PMpCFl #DhilipSiva"
"google","neutral","On Google+ then go here http://t.co/86xwWN2d #GPlus #Googleplus #Google #teamfollowback #socialnetwork"
"google","neutral","#Android #Google Google updates Nexus site with Galaxy Nexus details http://t.co/BeckhmA1 #DhilipSiva"
"google","neutral","Hopefully only a few weeks until #ICS is on my Nexus S 4G! #Google #Samsung #IceCreamSandwich #Android4"
"google","neutral","http://t.co/pUvXwjjc How do #CMM & #BBC get #massive #hits? Is #Google @ work? blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy"
"google","neutral","#Android #Google Meet the Samsung Galaxy Nexus and Ice Cream Sandwich http://t.co/2VWXzReW #DhilipSiva"
"google","neutral","On Google+ then go here http://t.co/hhAmwm8K #GPlus #Googleplus #Google #teamfollowback #socialnetwork"
"google","neutral","On Google+ then go here http://t.co/iLjdQBpT #GPlus #Googleplus #Google #teamfollowback #socialnetwork"
"google","neutral","Can Bill Gross Take On #Facebook, #Twitter & #Google+ With Chime.in? - Forbes http://t.co/pG5uHrmI #socialmedia"
"google","neutral","Google is rolling out a suite of new changes to its Google Docs service, including 50 new features for ... http://t.co/3j4Vd8WF #Google+"
"google","neutral","China Machado, I was googling earlier the women that resembles my momma) #iphoneartists #conceptualart #google http://t.co/TZvjaQlI"
"google","neutral","#Google unveils Android 4.0 ‘Ice Cream Sandwich’ http://t.co/dciffpI1 via @BGR"
"google","positive","Samsung Galaxy Nexus announced, full specs available  http://t.co/VNGazg48  #samsung #galaxy #nexus #google #android #ics #thetechcheck"
"google","neutral","#Google+"
"google","negative","RT @jessvpeterson: Ever post something to the wrong circles?  #google+"
"google","neutral","I have been watching Captain American movie I will give you what I think of #Google Ice Cream Sandwich going to watch it now"
"google","positive","The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster"
"google","positive","The Ice Cream Sandwich presentation was very buggy, however 4.0 looks much more promising than expected.  #Android #GalaxyNexus #Google"
"google","positive","RT @pretty_browniee: #oomf gone get it next week i promise! Man you better #Google tht!!!"
"google","neutral","Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/9IvTJkit #Google"
"google","neutral","116 new #jobs posting for #google http://t.co/XfG6l29D  #jobely"
"google","neutral","#Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices, too) http://t.co/4x69YDfE"
"google","neutral","Introducing Android 4.0, Ice Cream SandwichIntroducing Android 4.0, Ice Cream Sandwich http://t.co/L4Hqkv0c #Google #Android"
"google","neutral","#Android #Google What’s New in Ice Cream Sandwich Android 4.0 http://t.co/z76pv0QV #DhilipSiva"
"google","neutral","#Android #Google Ice Cream Sandwich new features not mentioned during webcast http://t.co/m2UGgiev #DhilipSiva"
"google","neutral","#Google Ice Cream Sandwich, Nexus Prime Launch [LIVE BLOG] http://t.co/kj2y69HM"
"google","neutral","#Google Buzz to the junkyard along with four other services including Jaiku http://t.co/lm79ZlWA &gt; liked Jaiku"
"google","neutral","Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/eizExUn0"
"google","neutral","#Android #Google Ice Cream Sandwich Is Finally Official, And Here's What To Expect http://t.co/Wxhb8JXO #DhilipSiva"
"google","neutral","Thank you, Internet, for allowing me to be Bunny Watson for my friends. #google #imdb #allmusic"
"google","neutral","Massive Galaxy Nexus/Ice Cream Sandwich Recap. - http://t.co/I8SW5Udz #galaxynexus #Google #ics #Samsung"
"google","neutral","RT @tatn: #Google, #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/qtiCdIvd via @CNET #Android"
"google","neutral","#Android #Google Ice Cream Sandwich Feature Closer Look - Resizable Widgets, Folders, Multitasking, And... http://t.co/CQCaWORD #DhilipSiva"
"google","positive","Android 4.0 SDK now available #google #android http://t.co/P05YR6PC"
"google","neutral","And my favorite, "is @danielltosh gay?" #Google #autocomplete"
"google","neutral","RT @Stephaniezogrh Samsung, Google Unveil Latest Android OS, Phone - PCWorld http://t.co/0dkQs3h3 #Android #Samsung #Apple #Google #tech"
"google","negative","#RIM should really take an in debt look at #Google's strategy... They released the #NDK for #Icecreamsandwich 3 HOURS after release. #ics"
"google","neutral","RT @SamsungMobileCA: #GALAXYNexus has arrived! #Samsung #Google"
"google","neutral","#google #icecreamsandwich totally blowing #Apple iShit away..."
"google","neutral","RT @SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung"
"google","positive","Data usage in ICS.. Looks like I don't need Watchdog 3G Pro anymore.. hah! #Android #ICS #Google"
"google","neutral","RT @vattam: Man! I've fallen in love with Galaxy Nexus! #google #samsung #galaxynexus #android"
"google","neutral","#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google"
"google","neutral","#GOOGLE #ANDROID 4.0 out ;-) Available with #SAMSUNG nexus!"
"google","positive","OMG the #Android 4.0 SDK is available NOW @ http://t.co/OeUrmtLX!! #Google"
"google","neutral","I want the new #google #galaxynexus. Android 4.0 is going to be the fucks"
"google","positive","#google + #motorola + #verizon = perfect combination! &lt;3"
"google","positive","@WPdesignteam @joebelfiore @windowsphone - You guys just taught #Google #Android how to design a decent phone. So much Metro. Good Job guys!"
"google","positive","Cream on the inside, clean on the outside. Ice Cream phone job. #Google"
"google","positive","Oh yeah I'm in I want one now #Google really did a great job #ICS"
"google","positive","brilliant WebGL Bookcase #google http://t.co/CR3A6k9U"
"google","neutral","As an iPhone user, I think the Samsung Nexus Galaxy looks great. And Ice Cream Sandwich looks fantastic. http://t.co/Z9IDoNi7 #Google"
"google","neutral","RT @spacecanard Today's the Day. ICS &lt;3 #android #google #samsung"
"google","positive","Wow, very fast camera on Galaxy Nexus - faster than N9 i think :o #google"
"google","positive","With the new #Google #Android 4.0 Ice-Cream Sandwich, you can take Panorama picture right Out-of-the-Box... SWEET!"
"google","neutral","Great, live contact management, quick contact card, add people directly to.your home screen #Android4.0 #Google"
"google","positive","hahaha integrated data usage manager... in sucha brilliant way, sleek design, superb and I'm only watching videos LOL #Google"
"google","neutral","RT @Mr_Lister: Loves the new presentations tool for Google Docs - particularly themes and adding video via URL #google #sd33 #edchat #ed ..."
"google","neutral","Android 4.0 FINALLY includes photo editing tools. #Google #Android #ICS"
"google","positive","I gotta say, Google's got some pretty catchy advertisements for Android and Chrome. #google #android"
"google","neutral","@immad_immad #google, always thinking ahead"
"google","neutral","Pretty big deal from #Samsung and #Google def can't wait to get my hands on the #GalaxyNexus and #ICS"
"google","neutral","#Google has finally unveiled the much awaited #Android OS Ice Cream Sandwich & it sure looks good! http://t.co/sNL38EM1"
"google","neutral","Good god the camera app in Icecream Sandwich is amazing.. and that camera is FAST!  #samsung #google #android #galaxyNexus"
"google","neutral","New contact app builds on a magazine style layout and aggregates contact info from multiple sources. Very slick. #Google #Android #ICS"
"google","positive","Icecream Sandwich looking good so far. #android #google"
"google","neutral","Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung"
"google","positive","i love #google"
"google","neutral","#Google has done it again ..... #IceCream Sandwich"
"google","negative","Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BZNy74Nn"
"google","neutral","Galaxy Nexus = #Google #Android #Samsung - the dream team! :) http://t.co/R5juJSBr"
"google","positive","Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive."
"google","neutral","Sorry #Apple #Google and #Samsung just made you look bad. #Android is king"
"google","neutral","#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is "A Pleasure" To Read http://t.co/DJsp2G5B #DhilipSiva"
"google","neutral","really digging the #UI of of "#Quick #Response" from #Google android great for politely declining calls lol"
"google","neutral","@Tita_Ramos #Google it =)"
"google","positive","On a positive note, advanced control of your data usage is a really great idea ;) #google #nexus"
"google","neutral","#Google's #IceCreamSandwich was revealed. I'm getting an #Android whenever I get a new phone, but I'm keeping my #iPhone for now."
"google","neutral","@jessecablek I want it too. Now just wondering who will be carrying it in November. Or direct purchase from #google / #samsung"
"google","neutral","#Facebook power users 'have gone to #Google+ and #Twitter' - Telegraph http://t.co/vwCiOv1f Who are they? #socialmedia"
"google","positive","I can't wait to get the new #Galaxy #Nexus with #IceCreamSandwich... best yet it supports my #Google Wallet http://t.co/bqMuHxkK via @cnet"
"google","neutral","goodbye Bump ... #Google #ICS"
"google","positive","@BrandonMiniman @Jaime_Rivera I'm an iOs user but the #ICS is awesome, great job #google"
"google","neutral","Wow! RT @dalmaer: WebGL infinite bookcase UI http://t.co/aijYsfHO #google"
"google","neutral","RT @eboyee: Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich"
"google","neutral","Ready for some Ice Cream Sandwich! #google #android"
"google","neutral","I agree with @wellis68 that the "Hangouts" on #Google+ are friggin' awesome!”"
"google","positive","Ice Cream Sandwich u r really delicious Can ditch iPhone for u that's for sure. #Google launches #Android4 aka #IceCreamSandwich :)"
"google","neutral","Loved the introduction of the Google Galaxy Nexus & Ice Cream Sandwich. Really looking forward to my new phone #android #ics #nexus #google"
"microsoft","neutral","#Job #ICT Verkaufspezialist von Infrastrukturlösungen an Geschäftskunden (w/m): Microsoft Schweiz... http://t.co/admV6cNg #Microsoft #IT"
"microsoft","neutral","Oef..#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2..."
"microsoft","neutral","Terug van evaluatie learning circles bij #microsoft onder bezielend leiderschap van @saskianijs. Veel geleerd van deze co-creatie!"
"microsoft","neutral","RT @RoodProjecten: Leuk, ik ontving net een mooi boeket bloemen thuis van #Microsoft, als dank voor mijn bijdrage en waardevolle input.  ..."
"microsoft","neutral","#Microsoft adquiere #Skype por un monto $8500 millones - http://t.co/jZr2WTCE"
"microsoft","neutral","RT @e2na: ?????????? ???? ?????? ???? ?? ??? | ???? ??????? http://t.co/VXcV9cPQ??????? ?? ??? ?????? ???? :)#Microsoft #Apple"
"microsoft","neutral","Workshop med @technet idag. Interessant! #citrix #Microsoft  #SYSIKT"
"microsoft","neutral","#Microsoft lanza sitio oficial de #Skype http://t.co/pl3kPDla"
"microsoft","neutral","Estava ali na #MICROSOFT tomando um cafezinho :D"
"microsoft","neutral","#Microsoft en el futuro: #Kinect y su tecnología avanzada http://t.co/JOVFeZRl"
"microsoft","neutral","Steve Ballmer haalt uit naar #Android http://t.co/Zzp06KpZ Ironisch als je bedenkt dat #Microsoft goed aan Android verdient..."
"microsoft","neutral","Bij #Microsoft zijn ze echt niet goed snik, ik was blij dat mijn mobiel gejat werd omdat er windows op zat..  #jaloezie http://t.co/fd0THHCv"
"microsoft","neutral","Zeer enthousiaste reacties op bedrijfsbezoek aan #Microsoft voor de (interim) #secretaresse, dank Kelly en Brigitte voor de goede ontvangst!"
"microsoft","neutral","Microsoft Research dévoile une interface futuriste avec Kinect | via @Xboxygen.com http://t.co/sRb0qLRA #Microsoft #MS #Kinect"
"microsoft","neutral","Excel ??????????????????????????????????????? #Microsoft #Office"
"microsoft","neutral","#Novell wärmt alten Rechtsstreit mit #Microsoft auf | ITespresso.de http://t.co/JBUyD6ou"
"microsoft","neutral","#Microsoft presenta un teclado #touch sobre cualquier superficie  http://t.co/mU1FdIhF"
"microsoft","neutral","RT @IEMPO: En el Curso BMT en #microsoft #mexico ... Para trabajar el modelo de negocios de @Axentit en la Nube"
"microsoft","neutral","#Microsoft ?????????? ???????? ??????? ?????????? ? #Windows #Phone #Mango http://t.co/1JqdUCjr"
"microsoft","neutral","RT @Startpack_ru: ?????? ?? #Microsoft ???????????? ????????????? #????????, ??? ????? ??????????????? ? #SystemCenter ????? ???-??????? ..."
"microsoft","negative","#Smartsite prijsmodel voor #Microsoft #Azure cloud afgerond. Volgende week eerste site live in the cloud?"
"microsoft","neutral","#Job #ICT IT-Supporter/-in 50%: Universität Zürich, Zürich http://t.co/IzFSsjgo #Microsoft #IT"
"microsoft","neutral","RT @NielsMoelard: Ik zoek een paar nieuwe collega's. Interesse? Kijk op onze site voor actuele #Microsoft #vacatures bit.ly/phUYrg RT =  ..."
"microsoft","neutral","Domani a #SMAU con #Microsoft si parla di HTML5, #Kinect SDK, #WebMatrix, Private #Cloud e ci sono i lab su #Azure, http://t.co/Et5Lw9uF"
"microsoft","neutral","[News] Touchscreen auf allen Oberflächen... http://t.co/gpT4pTr0 #touchscreen #microsoft #omnitouch"
"microsoft","neutral","http://t.co/sb8geEVB a?z?na s?çmaya geliyoruz #apple ve #microsoft"
"microsoft","neutral","Regístrate para asistir este 8 de noviembre al lanzamiento de #Microsoft Dynamics AX 2012 http://t.co/txHEoInE"
"microsoft","negative","No sé que sería de mi sin Skype RT @GrupoTrevenque: #Skype ya es oficialmente parte de #Microsoft ¿Utilizas es… (cont) http://t.co/nhJxMcfJ"
"microsoft","neutral","@LorPan87 non per nulla l'ha comprato la #microsoft..."
"microsoft","neutral","EIndelijk, #Google Ice Cream Sandwich. Goodbye #Microsoft and #Apple!"
"microsoft","neutral","#Microsoft dirà che #Google ha usato il brevetto dell'animazione del cerchio?! | Google Presentations New Version http://t.co/vmzshHUQ"
"microsoft","neutral","Blog Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial für #Microsoft --&gt; http://t.co/29vCUgQz"
"microsoft","neutral","#Microsoft portiert #Enterprise BI-Apps auf iOS und Android | ITespresso.de http://t.co/XUEPaaR2"
"microsoft","neutral","RT @ShariPaul_Kofax: @tomcastiglia Great job today! Engaging presentations from @HersheyTech #Kofax and @Collabware  at the #Microsoft T ..."
"microsoft","neutral","La démo de Dance Central 2 est disponible http://t.co/4iA3k1Ab #Microsoft #Xbox360 #jeux #demo"
"microsoft","neutral","#microsoft tablet ziet erg goed uit, wel 3 jaar te laat #adobeusergroup"
"microsoft","neutral","#Microsoft lanza sitio oficial de #Skype http://t.co/zL951yca"
"microsoft","neutral","Terminaux Windows 8 empêchant d'installer Linux : la polémique enfle http://t.co/WIBbwi5t #Microsoft"
"microsoft","neutral","Una video intervista con la #Microsoft per "il protagonista dell'innovazione sei tu" :-) http://t.co/hIgNHuTR"
"microsoft","neutral","ff Account aan Microsoft Outlook toevoegen #microsoft"
"microsoft","neutral","#Microsoft Infografía: 340 millones de PC usan un explorador obsoleto y están en riesgo http://t.co/0ScN623o ? @MicrosoftLatam"
"microsoft","neutral","RT @BarbieGeek: #Wordperfect #Windows_95 #Microsoft Bill Gates llamado a declarar por un antiguo caso de monopolio contra Microsoft http ..."
"microsoft","neutral","Casa de herrero, cuchillo de palo!!!  http://t.co/xxtfy71a #DCE2005 #Microsoft &lt;= Como NO manejar errores!!! Link: http://t.co/89Cr2txm"
"microsoft","neutral","Ah, Steve Ballmer..! Altijd goed voor een fijn lachmomentje: http://t.co/zD14Sy6e #microsoft #iphone #mango #android #ios #apple #google"
"microsoft","neutral","Pozdrowienia z sali A #mts2011 #Microsoft #surface obecnie  http://t.co/QfQkHAYd"
"microsoft","neutral","Parece que hotmail is down #Microsoft"
"microsoft","neutral","Microsoft Security Essential???????????????????1.115.102.0 &gt; http://t.co/QuqPibic #Microsoft"
"microsoft","neutral","Licentie vraag over #VMware #citrix #Microsoft #TrendMicro #Symantec #quest #Oracle #mcafee #desktopvirtualisatie #AppSense Ea @DataplusNL"
"microsoft","neutral","#Tecnologia #Technology: La visión de #Microsoft Research sobre el control táctil de dispositivoshttp://t.co/ZXwmaTxn"
"microsoft","neutral","?? ????? #microsoft ?? ?????? http://t.co/C0MlLa07  ?????? Facebook ???????? Facewbook"
"microsoft","neutral","#TaskCentre XML Webservice Tool LinkedIn discussion. http://t.co/3GWw2CXU #SAPB1 #SalesLogix #Microsoft"
"microsoft","neutral","RT @KbWorks: @gjdijkman gefelicteerd #microsoft #bizspark"
"microsoft","neutral","RT @Brittjje: Morgen maak ik bekend wie een WindowsPhone7.5 krijgt, is ook de laatste dag dat je live mijn telefoon ziet detelefoonvanbr ..."
"microsoft","neutral","Tomorrow a #IPv6 presentatie #NLUUG, #Microsoft dedication to #IPv6"
"microsoft","neutral","Feliz por mi nombramiento #Microsoft Student Partner Nicaragua :D a trabajar por el desarrollo tecnológico de nuestra patria Nicaragua #fb"
"microsoft","neutral","Un vistazo a Windows Server 8 http://t.co/BmcJLgDV #Microsoft"
"microsoft","neutral","Estou com tanta dó do windows phone... CHUPA ESSA #microsoft http://t.co/jkGFN9rr trem lindo de deus!!!! android 4.0"
"microsoft","neutral","#Microsoft #Research y la Universidad #Carnegie #Mellon desarrollan  #OmniTouch basado en #Kinect http://t.co/y2QzUjM7 #fb"
"microsoft","neutral","booooa tarde, sai da aula da #microsoft e agora to aqui na @Escola_Saga ; D"
"microsoft","negative","RT“@JohanBlok: #Smartsite prijsmodel voor #Microsoft #Azure cloud afgerond. Volgende week eerste site live in the cloud?” #in"
"microsoft","neutral","rilasciata la CTP di Roslyn, l'API "compiler as a service" per C# e VB http://t.co/EfGDBBUW #microsoft #roslyn #ctp"
"microsoft","neutral","Quieres un buen antivirus para tu Compu? Aquí esta la solución: http://t.co/lNmMiWaZ Antivirus de #Microsoft"
"microsoft","neutral","3 Tricks für mehr Kontrolle über #Microsoft #Windows 7 -http://j.mp/mSOETz #hack"
"microsoft","neutral","Schaue mir #WMI #Performance Counters auf #Deutsch an, und kriege #Schmerzen… ICH WILL #SCHMERZENSGELD VON #MICROSOFT!!! #fail"
"microsoft","neutral",""Il colpo di genio è stato iTunes non l'iPod in sé". Quello che #Google e #Samsung non possono capire, tanto meno #Microsoft #sapevatelo"
"microsoft","neutral","¿Piensas lanzar tu propio emprendimiento? #Microsoft te acerca los mejores recursos tecnológicos. http://t.co/EBswmyUi #SoloPensamosenTI"
"microsoft","neutral","RT @IMPULSONEGOCIOS: #Microsoft convierte en táctil a cualquier superficie [VIDEO] http://t.co/RsXmVUxL"
"microsoft","neutral","Die #Apple Story heute Abend in #DOK auf #SF1 war ziemlich beeindruckend R.I.P. #Stevejobs - doch wo wäre Apple heute ohne #Microsoft ?"
"microsoft","neutral","#Noti #Bolivia :  #Microsoft lanza sitio oficial de #Skype http://t.co/V1WeJ6z6"
"microsoft","neutral","#Microsoft en el futuro: Kinect y su tecnología avanzada http://t.co/kjiGyuFr"
"microsoft","neutral","#Microsoft: Jetzt wird jede Hand zum Touch-Screen http://t.co/46F2PM7v #OmniTouch"
"microsoft","neutral","Meest comfortabele Touch area voor tablets, volgens onderzoek #Microsoft #augnl 2thumbsUp http://t.co/ChwcvZLE"
"microsoft","neutral","MAGIX ##Web Designer, edición visual de páginas Web http://t.co/ycafF43r #microsoft #tecnologia"
"microsoft","neutral","Microsoft Security Essential???????????????????1.115.68.0 &gt; http://t.co/lZde20Vy #Microsoft"
"microsoft","neutral","OmniTouch, el nuevo invento de #Microsoft permitirá usar un teclado en cualquier superficie.  http://t.co/Rf9moB8q"
"microsoft","neutral","7 minutes to go!!http://t.co/VqueOskE #ebaymobile#ebay #office #mac #apple #microsoft #office"
"microsoft","neutral","#Microsoft lanza sitio oficial de #Skype http://t.co/c3kGqpyR #JeryTecnologias #tecnología"
"microsoft","neutral","#Microsoft #OmniTouch: Convirtiendo cualquier superficie en una “pantalla táctil” http://t.co/7FvZ0IIq"
"microsoft","neutral","Zie ik net dat ik volgende week samen met twitterloze Karsten naar een #prospect in #Ridderkerk ga om te praten over, #Microsoft #licenties."
"microsoft","neutral","@akirareiko ¿Viste que ya html5.com no es de #Apple sino de #Microsoft?"
"microsoft","neutral","RT @ZiOu333: Et Sony se fait encore pirater !! C'est la fête du slip chez eux. Faudrai peut-être acheter un pare-feu ?! #Sony Vive #Micr ..."
"microsoft","neutral","@mcastanedac ya quítale esa mugrera de #Microsoft OS. Vamos a dejarla limpia y andando, aprovecha el nuevo #Ubuntu que jala hasta en cels :)"
"microsoft","neutral","RT @newsgrape_de: 3 Tricks für mehr Kontrolle über #Microsoft #Windows 7 -http://j.mp/mSOETz #hack"
"microsoft","neutral","RT @alligatore: #microsoft intervista #vivido sul #cloud http://t.co/ky65puA2"
"microsoft","neutral","RT @cynblackstone: Zeer enthousiaste reacties op bedrijfsbezoek aan #Microsoft voor de (interim) #secretaresse, dank Kelly en Brigitte v ..."
"microsoft","neutral","RT @slashdotjp: http://t.co/zK1dtFiS #??????? #microsoft Microsoft?Skype ??????"
"microsoft","neutral","RT @cmaneu: #stage #Toulouse #Microsoft #net #SuperBoîte #Win8 #geeks = http://t.co/kWfptH4P (Please RT ;)"
"microsoft","negative","epic! #microsoft ich dachte echt, das kann doch nur fake sein! ^^ http://t.co/T4vXmNO7"
"microsoft","neutral","CEO Microsoft: Kami Beruntung Tak Akuisisi Yahoo http://t.co/Viy6W6Z0  #Microsoft"
"microsoft","neutral","Two more hours for SALE!!http://t.co/VqueOskE #ebaymobile #ebay #sale #mac #office #microsoft #apple #2011 #original #new"
"microsoft","neutral","RT @hectorsm: Qué prioridades tenemos como Pais? Plan Nacional: http://t.co/paeNlAnn #in #microsoft"
"microsoft","neutral","#Noticias : #Microsoft lanza sitio oficial de #Skype http://t.co/v5fAsqId"
"microsoft","neutral","Cette année encore, #Microsoft remporte le prix du meilleur Service Client 2012 http://t.co/vWHpxkVP"
"microsoft","neutral","Leuk, ik ontving net een mooi boeket bloemen thuis van #Microsoft, als dank voor mijn bijdrage en waardevolle input. #CareToShareKnowledge"
"microsoft","neutral","Steve (#Microsoft) haalt uit naar #Android http://t.co/nqMvktse"
"microsoft","neutral","BREKEND: #Microsoft en #Linux nu beiden in de aanbieding!  http://t.co/oyeqR80p"
"microsoft","neutral","#Microsoft lanza sitio oficial de #Skype http://t.co/FZeM9Na4"
"microsoft","neutral","Wie ist es #Apple gelungen, seinen größten Rivalen #Microsoft endgültig abzuhängen? Der @guardian erklärt's http://t.co/yE6lT3Bo (CvD)"
"microsoft","neutral","#Oferta #Empleo Product Manager de Soluciones #IT http://t.co/xfZicBqO #trabajo #marketing #microsoft"
"microsoft","neutral","Un pa$o más y @3devBC será el primer #Microsoft Partner Gold en Application Lifecycle Management #ALM del país :) #WIN"
"microsoft","neutral","Démo, création d'un cluster par @GaelDuhamel #VAD #Microsoft #VisualStudio #DataMining http://t.co/M5eqlqUA"
"microsoft","neutral","Lets play a game http://t.co/3qNIv3Nx #ie #microsoft #useragent #yourbrowsermatters @radiotux @webstandardat @heiseonline @ChrisZwitschert"
"microsoft","neutral","Web 2.0 Summit: Ballmer habló sobre Windows Phone y sus competidores http://t.co/dCOh8vfp #eventos #microsoft"
"microsoft","neutral","NAVIGE in TerDege Nieuw 17 opgenomen in rubriek Personalia en Bedrijven als zelfstandig ondernemer #Microsoft #Dynamics…http://t.co/TAILFVUV"
"microsoft","neutral","#grantthornton geeft gouden tips #verkoop #onderneming. Ook workshops #philips #nobel #rabobank #microsoft #port4growth http://t.co/sfciksak"
"microsoft","neutral","RT @MichaelKroker: Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial für #Microsoft --&gt; http://t.co/29vCUgQz"
"microsoft","neutral","#Microsoft #Silverlight v4.0.60831 &amp; v5.0.60818 RC | fanSte.nl http://t.co/b4IRd1qa via @pryourblog"
"microsoft","neutral","[HighTech] Microsoft PocketTouch - Multitouch Através de Tecido http://t.co/eLqI5VAB #touch #pockettouch #microsoft"
"microsoft","neutral","#Microsoft: Una pantalla táctil al alcance de tu mano. http://t.co/kUAfBenM"
"microsoft","neutral","RT @codebit_org: #Microsoft convierte en táctil a cualquier superficie [ #VIDEO ] http://t.co/mKNOVBUS"
"microsoft","neutral","#Alunos, vcs podem baixar a versão de avaliação do #Windows7 #Enterprise, de graça, diretamente da #Microsoft...Vejam - http://t.co/1rXnEpYl"
"microsoft","neutral","#Windows 8: #Microsoft schafft den Startbildschirm ab... http://t.co/06vsmKdm"
"microsoft","neutral","Plan Carrera #microsoft technical:Certificación desarrollador y diseñador apps empresariales #visualstudio2010 http://t.co/cVd2b2Rz Gratuito"
"microsoft","neutral","Estudio: Microsoft vende más http://t.co/1VfC5PH1 #microsoft #tecnologia #tic #IT"
"microsoft","neutral","Gibt es nun auch Sicherheitslücken bei #Microsoft? Mehrere Seiten berichten über gehackte Xbox-Live-Accounts: http://t.co/4GZ6fVkU #xbox"
